lemma,pos,gender,plural,derived_verbs,derived_adj,gloss,etym_lang,source,notes,ipa_raw_lemma,ipa_raw_pl
ruteană,N,FEM,rutene,,,,,https://ro.wiktionary.org/wiki/rutean%C4%83,,,
rutenism,N,NEUT,rutenisme,,,word borrowed from Ruthenian,,https://ro.wiktionary.org/wiki/rutenism,,,
ruteniu,N,NEUT,,,,ruthenium,,https://ro.wiktionary.org/wiki/ruteniu,needs plural confirmation,fr:ruthénium | tr:rutenyum,
rutherford,N,MASC,rutherforzi,,,,,https://ro.wiktionary.org/wiki/rutherford,,,
rutherfordiu,N,NEUT,,,,rutherfordium,,https://ro.wiktionary.org/wiki/rutherfordiu,needs plural confirmation,fr:rutherfordium | tr:rutherfordyum,
rutier,ADJ,,,,,related to road transport,,https://ro.wiktionary.org/wiki/rutier,,,
rutieră,N,FEM,rutiere,,,"minibus, marshrutka",,https://en.wiktionary.org/wiki/rutier%C4%83,,ru.tiˈe.rə,
rutil,N,NEUT,,,,rutile,,https://ro.wiktionary.org/wiki/rutil,needs plural confirmation,,
rutinară,N,FEM,rutinare,,,,,https://ro.wiktionary.org/wiki/rutinar%C4%83,,,
rutinier,N,MASC,rutinieri,,,routine,,https://ro.wiktionary.org/wiki/rutinier,,,
rutinieră,N,FEM,rutiniere,,,,,https://ro.wiktionary.org/wiki/rutinier%C4%83,,,
rutină,N,FEM,rutină,,,routine,,https://ro.wiktionary.org/wiki/rutin%C4%83,,,
rutișor,N,MASC,rutișori,,,meadowrue,,https://ro.wiktionary.org/wiki/ruti%C8%99or,,,
rușală,N,FEM,,,,a tax,,https://ro.wiktionary.org/wiki/ru%C8%99al%C4%83,needs plural confirmation,ru'ʃa.lə,
rușculiță,N,FEM,rușculițe,,,fox-and-cubs,,https://en.wiktionary.org/wiki/ru%C8%99culi%C8%9B%C4%83,,,
rușcă,N,FEM,ruști,,,Italian starwort,,https://en.wiktionary.org/wiki/ru%C8%99c%C4%83,,,
rușfert,N,NEUT,rușferturi,,,,,https://ro.wiktionary.org/wiki/ru%C8%99fert,,,
rușfet,N,NEUT,rușfeturi,,,bribe,ar,https://ro.wiktionary.org/wiki/ru%C8%99fet,,,
rușfetărie,N,FEM,rușfetării,,,bribery,,https://en.wiktionary.org/wiki/ru%C8%99fet%C4%83rie,,,
rușinare,N,FEM,rușinări,,,abashment,,https://ro.wiktionary.org/wiki/ru%C8%99inare,,,
rușinat,ADJ,,,,,ashamed,,https://ro.wiktionary.org/wiki/ru%C8%99inat,,ru.ʃiˈnat,
rușine,N,FEM,rușini,roși | rușina,roșu | rușinos,"shame, disgrace",la,https://ro.wiktionary.org/wiki/ru%C8%99ine,,,
rușinos,ADJ,,,,,"shameful, disgraceful, ignominious",,https://ro.wiktionary.org/wiki/ru%C8%99inos,,ru.ʃiˈnos,
rușinăciune,N,FEM,rușinăciuni,,,abashment,,https://en.wiktionary.org/wiki/ru%C8%99in%C4%83ciune,,,
rușit,ADJ,,,,,,,https://en.wiktionary.org/wiki/ru%C8%99it,,,
rușuliță,N,FEM,rușulițe,,,fox-and-cubs,,https://ro.wiktionary.org/wiki/ru%C8%99uli%C8%9B%C4%83,,,
râbar,N,MASC,râbari,,,white-throated dipper,ru,https://en.wiktionary.org/wiki/r%C3%A2bar,,,
râcâit,ADJ,,,,,scratched,,https://ro.wiktionary.org/wiki/r%C3%A2c%C3%A2it,,rɨ.kɨˈit,
râcâitură,N,FEM,râcâituri,,,scraping,,https://ro.wiktionary.org/wiki/r%C3%A2c%C3%A2itur%C4%83,,,
râcă,N,FEM,,,,"quarrel, argument",,https://ro.wiktionary.org/wiki/r%C3%A2c%C4%83,needs plural confirmation,'rɨ.kə,
râdere,N,FEM,râderi,,,a laugh,,https://ro.wiktionary.org/wiki/r%C3%A2dere,,'rɨ.de.re,
râgâială,N,FEM,râgâieli,,,belching,,https://ro.wiktionary.org/wiki/r%C3%A2g%C3%A2ial%C4%83,,,
râgâire,N,FEM,râgâiri,,,"burp, belch",,https://ro.wiktionary.org/wiki/r%C3%A2g%C3%A2ire,,rɨ.gɨ'i.re,
râgâitură,N,FEM,râgâituri,,,belch,,https://ro.wiktionary.org/wiki/r%C3%A2g%C3%A2itur%C4%83,,,
râhnă,N,FEM,râhne,,,,,https://en.wiktionary.org/wiki/r%C3%A2hn%C4%83,,,
râie,N,FEM,,,râios,"scabies, scab, mange, itch",grc,https://ro.wiktionary.org/wiki/r%C3%A2ie,needs plural confirmation,ˈrɨ.je,
râios,ADJ,,,,,mangy,,https://ro.wiktionary.org/wiki/r%C3%A2ios,,rɨˈjos,
râjniță,N,FEM,râjnițe,,,,,https://en.wiktionary.org/wiki/r%C3%A2jni%C8%9B%C4%83,,,
râlă,N,FEM,,,,,,https://ro.wiktionary.org/wiki/r%C3%A2l%C4%83,needs plural confirmation,'rɨ.lə,
râmlean,N,MASC,râmleni,,român | râmlenesc,a Roman,,https://ro.wiktionary.org/wiki/r%C3%A2mlean,,rɨmˈle̯an,
râmlenesc,ADJ,,,,,Roman; of or relating to Rome,,https://en.wiktionary.org/wiki/r%C3%A2mlenesc,,rɨm.leˈnesk,
râmneală,N,FEM,râmneli,,,greed,,https://en.wiktionary.org/wiki/r%C3%A2mneal%C4%83,,,
râmnic,N,NEUT,râmnice,,,fishpond,,https://ro.wiktionary.org/wiki/r%C3%A2mnic,,,
râmnicel,N,NEUT,râmnicele,,,,,https://en.wiktionary.org/wiki/r%C3%A2mnicel,,,
râmnit,ADJ,,,,,,,https://ro.wiktionary.org/wiki/r%C3%A2mnit,,rɨm'nit,
râmnitor,ADJ,,,,,,,https://ro.wiktionary.org/wiki/r%C3%A2mnitor,,rɨm.ni'tor,
râmân,N,MASC,râmâni,,,,rup,https://en.wiktionary.org/wiki/r%C3%A2m%C3%A2n,,,
râmă,N,FEM,râme,,,earthworm,,https://ro.wiktionary.org/wiki/r%C3%A2m%C4%83,,,
râmător,N,MASC,râmători,,,pig,,https://ro.wiktionary.org/wiki/r%C3%A2m%C4%83tor,,,
râncaci,ADJ,,,,,having one testicle,cu,https://en.wiktionary.org/wiki/r%C3%A2ncaci,,rɨŋˈkat͡ʃʲ,
rânced,ADJ,,,,,"rancid, rank, foul",,https://ro.wiktionary.org/wiki/r%C3%A2nced,,ˈrɨn.t͡ʃed,
rânceduț,ADJ,,,,,,,https://en.wiktionary.org/wiki/r%C3%A2ncedu%C8%9B,,,
râncezeală,N,FEM,râncezeli,,,rancidity,,https://ro.wiktionary.org/wiki/r%C3%A2ncezeal%C4%83,,,
râncezire,N,FEM,rânceziri,,,rancidity,,https://ro.wiktionary.org/wiki/r%C3%A2ncezire,,rɨn.ʧe'zi.re,
râncezit,ADJ,,,,,rancid,,https://ro.wiktionary.org/wiki/r%C3%A2ncezit,,rɨn.ʧe'zit,
rânchez,N,NEUT,rânchezuri,,,neigh,,https://ro.wiktionary.org/wiki/r%C3%A2nchez,,rɨn'kez,
rânchezare,N,FEM,rânchezări,,,a neigh,,https://ro.wiktionary.org/wiki/r%C3%A2nchezare,,,
rânchezat,N,NEUT,,,,neigh,,https://ro.wiktionary.org/wiki/r%C3%A2nchezat,needs plural confirmation,rɨn.ke'zat,
râncit,ADJ,,,,,,,https://en.wiktionary.org/wiki/r%C3%A2ncit,,,
rând,N,NEUT,,perinda,,row,,https://ro.wiktionary.org/wiki/r%C3%A2nd,needs plural confirmation,rɨnd,
rândaș,N,MASC,rândași,,,servant,,https://ro.wiktionary.org/wiki/r%C3%A2nda%C8%99,,rɨnˈdaʃ,
rândea,N,FEM,rândele,,,,,https://ro.wiktionary.org/wiki/r%C3%A2ndea,,,
rânduială,N,FEM,rânduieli,,,order,,https://ro.wiktionary.org/wiki/r%C3%A2nduial%C4%83,,rɨn.du'ja.lə,
rânduire,N,FEM,rânduiri,,,ordering,,https://ro.wiktionary.org/wiki/r%C3%A2nduire,,rɨn.du'i.re,
rânduleț,N,NEUT,rândulețe,,,small row,,https://ro.wiktionary.org/wiki/r%C3%A2ndule%C8%9B,,rɨn.du'leʦ,
rândunea,N,FEM,rândunele,,rândunesc,"swallow , barn swallow",la,https://ro.wiktionary.org/wiki/r%C3%A2ndunea,,rɨn.duˈne̯a,
rândunel,N,MASC,rândunei,,,male swallow,,https://ro.wiktionary.org/wiki/r%C3%A2ndunel,,,
rândunelă,N,FEM,rândunele,,,swallow,,https://en.wiktionary.org/wiki/r%C3%A2ndunel%C4%83,,,
rândunesc,ADJ,,,,,swallow,,https://en.wiktionary.org/wiki/r%C3%A2ndunesc,,,
rândunic,N,MASC,rândunici,,,male swallow,,https://en.wiktionary.org/wiki/r%C3%A2ndunic,,,
rândunicoi,N,MASC,rândunicoi,,,male swallow,,https://en.wiktionary.org/wiki/r%C3%A2ndunicoi,,,
rândunică,N,FEM,rândunici,,,swallow,la,https://ro.wiktionary.org/wiki/r%C3%A2ndunic%C4%83,,rɨn.du'ni.kə | az:qaranquş | fr:hirondelle | fr:cacatois,
rândunioc,N,MASC,rândunioci,,,male swallow,,https://en.wiktionary.org/wiki/r%C3%A2ndunioc,,,
rânduniță,N,FEM,rândunițe,,,swallow,,https://en.wiktionary.org/wiki/r%C3%A2nduni%C8%9B%C4%83,,,
rândunoi,N,MASC,rândunoi,,,male swallow,,https://en.wiktionary.org/wiki/r%C3%A2ndunoi,,,
rânit,ADJ,,,,,,,https://ro.wiktionary.org/wiki/r%C3%A2nit,,rɨˈnit,
rânjeală,N,FEM,rânjeli,,,grin,,https://ro.wiktionary.org/wiki/r%C3%A2njeal%C4%83,,,
rânjet,N,NEUT,rânjete,,,grin,,https://ro.wiktionary.org/wiki/r%C3%A2njet,,,
rânjire,N,FEM,rânjiri,,,grin,,https://ro.wiktionary.org/wiki/r%C3%A2njire,,rɨn'ʒi.re,
rânjit,ADJ,,,,,grin,,https://ro.wiktionary.org/wiki/r%C3%A2njit,,rɨn'ʒit,
rânjitor,ADJ,,,,,grinning,,https://ro.wiktionary.org/wiki/r%C3%A2njitor,,rɨn.ʒi'tor,
rânjitură,N,FEM,rânjituri,,,grin,,https://ro.wiktionary.org/wiki/r%C3%A2njitur%C4%83,,rɨn.ʒi'tu.rə,
rântaș,N,NEUT,,,,"roux, usually with onions",,https://ro.wiktionary.org/wiki/r%C3%A2nta%C8%99,needs plural confirmation,rɨnˈtaʃ,
rânzos,ADJ,,,,,"malicious, wicked",,https://ro.wiktionary.org/wiki/r%C3%A2nzos,,rɨn'zos,
rânză,N,FEM,rânze,,rânzos,tripe,sq,https://ro.wiktionary.org/wiki/r%C3%A2nz%C4%83,,ˈrɨn.zə,
rână,N,FEM,râne,dărâna,,each of the two sides of the body,la,https://ro.wiktionary.org/wiki/r%C3%A2n%C4%83,,ˈrɨ.nə,
râpos,ADJ,,,,,steep,,https://ro.wiktionary.org/wiki/r%C3%A2pos,,rɨˈpos,
râpă,N,FEM,râpe,,râpos,"ravine, precipice",,https://ro.wiktionary.org/wiki/r%C3%A2p%C4%83,,,
râpșoară,N,FEM,râpșoare,,,,,https://en.wiktionary.org/wiki/r%C3%A2p%C8%99oar%C4%83,,,
râset,N,NEUT,râsete,,,"laughter, laugh; bout of laughter",,https://ro.wiktionary.org/wiki/r%C3%A2set,,'rɨ.set,
râsoaică,N,FEM,râsoaice,,,female lynx,,https://en.wiktionary.org/wiki/r%C3%A2soaic%C4%83,,,
râsuire,N,FEM,râsuiri,,,rape,,https://en.wiktionary.org/wiki/r%C3%A2suire,,,
rât,N,NEUT,râturi,,râtos,snout,,https://ro.wiktionary.org/wiki/r%C3%A2t,,rɨt,
râtan,N,MASC,râtani,,râtănesc,pig,,https://ro.wiktionary.org/wiki/r%C3%A2tan,,rɨ'tan,
râticel,N,NEUT,râticele,,,,,https://en.wiktionary.org/wiki/r%C3%A2ticel,,,
râtoncă,N,FEM,râtonci,,,hoe,,https://en.wiktionary.org/wiki/r%C3%A2tonc%C4%83,,,
râtos,ADJ,,,,,swampy,,https://en.wiktionary.org/wiki/r%C3%A2tos,,,
râtănesc,ADJ,,,,,piglike,,https://en.wiktionary.org/wiki/r%C3%A2t%C4%83nesc,,,
râu,N,NEUT,râuri,râura | înrâuri,riveran,river,la,https://ro.wiktionary.org/wiki/r%C3%A2u,,ˈrɨw,
râuleț,N,NEUT,râulețe,,,small river,,https://ro.wiktionary.org/wiki/r%C3%A2ule%C8%9B,,,
râurat,ADJ,,,,,,,https://ro.wiktionary.org/wiki/r%C3%A2urat,,rɨ.uˈrat,
râurean,ADJ,,,,,riverside,fr,https://en.wiktionary.org/wiki/r%C3%A2urean,,,
râurel,N,MASC,râurele,,,,,https://en.wiktionary.org/wiki/r%C3%A2urel,,,
râurire,N,FEM,râuriri,,,flow,,https://ro.wiktionary.org/wiki/r%C3%A2urire,,,
râușor,N,NEUT,râușoare,,,,,https://ro.wiktionary.org/wiki/r%C3%A2u%C8%99or,,rɨ.uˈʃor,
râuț,N,NEUT,râuțe,,,,,https://en.wiktionary.org/wiki/r%C3%A2u%C8%9B,,,
râvnire,N,FEM,râvniri,,,a wish,,https://ro.wiktionary.org/wiki/r%C3%A2vnire,,,
râvnit,ADJ,,,,,coveted,,https://ro.wiktionary.org/wiki/r%C3%A2vnit,,rɨvˈnit,
râvnitor,ADJ,,,,,yearning,,https://ro.wiktionary.org/wiki/r%C3%A2vnitor,,rɨv.ni'tor,
râvnos,ADJ,,,,,zealous,,https://en.wiktionary.org/wiki/r%C3%A2vnos,,,
râvnă,N,FEM,râvne,,râvnos,"zeal, ardor, fervor",,https://ro.wiktionary.org/wiki/r%C3%A2vn%C4%83,,ˈrɨv.nə,
râzgâială,N,FEM,râzgâieli,,,,,https://ro.wiktionary.org/wiki/r%C3%A2zg%C3%A2ial%C4%83,,,
râzgâiat,ADJ,,,,,,,https://ro.wiktionary.org/wiki/r%C3%A2zg%C3%A2iat,,,
râzgâiere,N,FEM,râzgâieri,,,,,https://ro.wiktionary.org/wiki/r%C3%A2zg%C3%A2iere,,,
râznar,N,MASC,râznari,,,haulier,,https://ro.wiktionary.org/wiki/r%C3%A2znar,,,
râznuță,N,FEM,râznuțe,,,,,https://en.wiktionary.org/wiki/r%C3%A2znu%C8%9B%C4%83,,,
râzând,ADJ,,,,,rident,,https://ro.wiktionary.org/wiki/r%C3%A2z%C3%A2nd,,rɨˈzɨnd,
râzător,ADJ,,,,,laughing,,https://ro.wiktionary.org/wiki/r%C3%A2z%C4%83tor,,rɨ.zə'tor,
râșcaș,N,MASC,râșcași,,,rice,,https://en.wiktionary.org/wiki/r%C3%A2%C8%99ca%C8%99,,,
râșchitor,N,NEUT,râșchitoare,,,,,https://en.wiktionary.org/wiki/r%C3%A2%C8%99chitor,,,
râșcov,N,MASC,râșcovi,,,saffron milk cap,,https://ro.wiktionary.org/wiki/r%C3%A2%C8%99cov,,'rɨʃ.kov,
râșneală,N,FEM,râșneli,,,grinding,,https://en.wiktionary.org/wiki/r%C3%A2%C8%99neal%C4%83,,,
râșnicioară,N,FEM,râșnicioare,,,small grinder,,https://ro.wiktionary.org/wiki/r%C3%A2%C8%99nicioar%C4%83,,,
râșnire,N,FEM,râșniri,,,grinding,,https://ro.wiktionary.org/wiki/r%C3%A2%C8%99nire,,,
râșnit,N,NEUT,,,,ground,,https://ro.wiktionary.org/wiki/r%C3%A2%C8%99nit,needs plural confirmation,rɨʃ'nit,
râșnițar,N,MASC,râșnițari,,,milling machine user,,https://ro.wiktionary.org/wiki/r%C3%A2%C8%99ni%C8%9Bar,,,
râșniță,N,FEM,râșnițe,,,grinder,,https://ro.wiktionary.org/wiki/r%C3%A2%C8%99ni%C8%9B%C4%83,,'rɨʃ.ni.ʦə,
râșnovean,N,MASC,râșnoveni,,,,,https://en.wiktionary.org/wiki/r%C3%A2%C8%99novean,,,
râșnoveancă,N,FEM,râșnovence,,,,,https://en.wiktionary.org/wiki/r%C3%A2%C8%99noveanc%C4%83,,,
răbdare,N,FEM,răbdări,,,patience,,https://ro.wiktionary.org/wiki/r%C4%83bdare,,rəbˈda.re,
răbduriu,ADJ,,,,,patient,,https://en.wiktionary.org/wiki/r%C4%83bduriu,,,
răbdător,ADJ,,,,,patient,,https://ro.wiktionary.org/wiki/r%C4%83bd%C4%83tor,,rəb.dəˈtor,
răbegit,ADJ,,,,,,,https://ro.wiktionary.org/wiki/r%C4%83begit,,rə.be'ʤit,
răblăgit,ADJ,,,,,,,https://ro.wiktionary.org/wiki/r%C4%83bl%C4%83git,,rə.blə'ʤit,
răblărit,ADJ,,,,,"decrepit, deteriorated",,https://ro.wiktionary.org/wiki/r%C4%83bl%C4%83rit,,rə.blə'rit,
răboj,N,NEUT,răbojuri,răboji,,tally,sh,https://ro.wiktionary.org/wiki/r%C4%83boj,,,
răboleală,N,FEM,răboleli,,,shouting,,https://en.wiktionary.org/wiki/r%C4%83boleal%C4%83,,,
răboreală,N,FEM,răboreli,,,shouting,,https://en.wiktionary.org/wiki/r%C4%83boreal%C4%83,,,
răbufneală,N,FEM,răbufneli,,,outburst,,https://ro.wiktionary.org/wiki/r%C4%83bufneal%C4%83,,rə.buf'ne̯a.lə,
răbufnire,N,FEM,răbufniri,,,outburst,,https://ro.wiktionary.org/wiki/r%C4%83bufnire,,rə.buf'ni.re,
răbufnitură,N,FEM,răbufnituri,,,burst,,https://ro.wiktionary.org/wiki/r%C4%83bufnitur%C4%83,,,
răbuș,N,NEUT,răbușuri,,,,,https://ro.wiktionary.org/wiki/r%C4%83bu%C8%99,,,
răbălaș,N,NEUT,,,,robbery,,https://en.wiktionary.org/wiki/r%C4%83b%C4%83la%C8%99,needs plural confirmation,,
răcar,N,MASC,răcari,,,person who fishes or sells crayfish,,https://ro.wiktionary.org/wiki/r%C4%83car,,rə'kar,
răce,ADJ,,,,,,,https://en.wiktionary.org/wiki/r%C4%83ce,,,
răceală,N,FEM,răceli,,,coldness,,https://ro.wiktionary.org/wiki/r%C4%83ceal%C4%83,,rə.ˈt͡ʃe̯a.lə,
răcesc,ADJ,,,,,crayfish,,https://en.wiktionary.org/wiki/r%C4%83cesc,,,
răchie,N,FEM,răchii,,,,,https://en.wiktionary.org/wiki/r%C4%83chie,,,
răchitan,N,MASC,răchitani,,,purple loosestrife,,https://ro.wiktionary.org/wiki/r%C4%83chitan,,,
răchitiș,N,NEUT,răchitișuri,,,osier grove,,https://ro.wiktionary.org/wiki/r%C4%83chiti%C8%99,,,
răchitos,ADJ,,,,,full of osier trees,,https://en.wiktionary.org/wiki/r%C4%83chitos,,,
răchită,N,FEM,răchite,,răchitos,osier,sh,https://ro.wiktionary.org/wiki/r%C4%83chit%C4%83,,,
răchișoară,N,FEM,răchișoare,,,sea buckthorn,,https://en.wiktionary.org/wiki/r%C4%83chi%C8%99oar%C4%83,,,
răchițea,N,FEM,răchițele,,,,,https://en.wiktionary.org/wiki/r%C4%83chi%C8%9Bea,,,
răchițică,N,FEM,răchițele,,,small osier,,https://ro.wiktionary.org/wiki/r%C4%83chi%C8%9Bic%C4%83,,rə.ki'ʦi.kə | fr:canneberge | fr:atoca | fr:ataca,
răcire,N,FEM,răciri,,,cooling,,https://ro.wiktionary.org/wiki/r%C4%83cire,,,
răcit,ADJ,,,,,"chilled, cooled",,https://ro.wiktionary.org/wiki/r%C4%83cit,,rə'ʧit,
răcitor,N,NEUT,răcitori,,,cooler,,https://ro.wiktionary.org/wiki/r%C4%83citor,,rə.ʧi'tor,
răcitură,N,FEM,răcituri,,,jelly,,https://ro.wiktionary.org/wiki/r%C4%83citur%C4%83,,rə.ʧi'tu.rə,
răclar,N,MASC,răclari,,,coffinmaker,,https://en.wiktionary.org/wiki/r%C4%83clar,,,
răcluță,N,FEM,răcluțe,,,box,,https://en.wiktionary.org/wiki/r%C4%83clu%C8%9B%C4%83,,,
răcnet,N,NEUT,răcnete,,,"roar, bellow",,https://ro.wiktionary.org/wiki/r%C4%83cnet,,,
răcnire,N,FEM,răcniri,,,roar,,https://ro.wiktionary.org/wiki/r%C4%83cnire,,,
răcnitor,ADJ,,,,,yelling,,https://en.wiktionary.org/wiki/r%C4%83cnitor,,,
răcnitură,N,FEM,răcnituri,,,shout,,https://en.wiktionary.org/wiki/r%C4%83cnitur%C4%83,,,
răcoaică,N,FEM,răcoaice,,,female crayfish,,https://en.wiktionary.org/wiki/r%C4%83coaic%C4%83,,,
răcoare,N,FEM,răcori,răci | răcori,rece,"cold, coolness",la,https://ro.wiktionary.org/wiki/r%C4%83coare,,rəˈko̯a.re,
răcodelie,N,FEM,răcodelii,,,manual labor,,https://en.wiktionary.org/wiki/r%C4%83codelie,,,
răcoină,N,FEM,răcoine,,,,,https://ro.wiktionary.org/wiki/r%C4%83coin%C4%83,,,
răcoreală,N,FEM,răcoreli,,,coolness,,https://ro.wiktionary.org/wiki/r%C4%83coreal%C4%83,,,
răcorire,N,FEM,răcoriri,,,cooling,,https://ro.wiktionary.org/wiki/r%C4%83corire,,rə.koˈri.re,
răcorit,ADJ,,,,,refreshed,,https://ro.wiktionary.org/wiki/r%C4%83corit,,rə.ko'rit,
răcoritoare,N,FEM,răcoritoare,,,soft drink,,https://ro.wiktionary.org/wiki/r%C4%83coritoare,,rə.ko.ri'to̯a.re,
răcoritor,ADJ,,,,,refreshing,,https://ro.wiktionary.org/wiki/r%C4%83coritor,,rə.ko.ri'tor,
răcoros,ADJ,,,,,cool,,https://ro.wiktionary.org/wiki/r%C4%83coros,,rə.ko'ros,
răcovină,N,FEM,răcovine,,,round-leaved bedstraw,,https://ro.wiktionary.org/wiki/r%C4%83covin%C4%83,,rə.ko'vi.nə | fr:morgeline | fr:mouron blanc | tr:kuş otu,
răcuină,N,FEM,răcuine,,,,,https://ro.wiktionary.org/wiki/r%C4%83cuin%C4%83,,,
răculeț,N,MASC,răculeți,,,small crayfish,,https://ro.wiktionary.org/wiki/r%C4%83cule%C8%9B,,,
răcușcă,N,FEM,,,,small crustacean,,https://ro.wiktionary.org/wiki/r%C4%83cu%C8%99c%C4%83,needs plural confirmation,rə'kuʃ.kə,
răcușor,N,MASC,răcușori,,,,,https://ro.wiktionary.org/wiki/r%C4%83cu%C8%99or,,,
răcuț,N,MASC,răcuți,,,,,https://en.wiktionary.org/wiki/r%C4%83cu%C8%9B,,,
răcăbuș,N,MASC,răcăbuși,,,carter,,https://en.wiktionary.org/wiki/r%C4%83c%C4%83bu%C8%99,,,
răcănel,N,MASC,răcănei,,,tree frog,,https://ro.wiktionary.org/wiki/r%C4%83c%C4%83nel,,,
răcănit,N,NEUT,,,,"croaking, ribbit",,https://en.wiktionary.org/wiki/r%C4%83c%C4%83nit,needs plural confirmation,,
răcăstău,N,MASC,,,,dam,,https://en.wiktionary.org/wiki/r%C4%83c%C4%83st%C4%83u,needs plural confirmation,,
rădan,N,NEUT,rădane,,,,,https://en.wiktionary.org/wiki/r%C4%83dan,,,
rădașcă,N,FEM,rădaște,,,stag beetle,,https://ro.wiktionary.org/wiki/r%C4%83da%C8%99c%C4%83,,rəˈdaʃkə,
rădiac,N,NEUT,rădiace,,,small and young forest,,https://en.wiktionary.org/wiki/r%C4%83diac,,,
rădicare,N,FEM,rădicări,,,,,https://ro.wiktionary.org/wiki/r%C4%83dicare,,,
rădicat,ADJ,,,,,,,https://en.wiktionary.org/wiki/r%C4%83dicat,,,
rădiscă,N,FEM,rădiste,,,radish,,https://en.wiktionary.org/wiki/r%C4%83disc%C4%83,,,
rădiu,N,NEUT,rădiuri,,,,,https://ro.wiktionary.org/wiki/r%C4%83diu,,,
răducere,N,FEM,răduceri,,,"resemblance, similarity, similitude",,https://ro.wiktionary.org/wiki/r%C4%83ducere,,,
rădușă,N,FEM,,,,cook,,https://en.wiktionary.org/wiki/r%C4%83du%C8%99%C4%83,needs plural confirmation,,
rădvănaș,N,NEUT,rădvănașe,,,,,https://en.wiktionary.org/wiki/r%C4%83dv%C4%83na%C8%99,,,
rădăcinat,ADJ,,,,,rooted,,https://en.wiktionary.org/wiki/r%C4%83d%C4%83cinat,,,
rădăciniu,ADJ,,,,,"dark yellowish, the color of tree roots",,https://en.wiktionary.org/wiki/r%C4%83d%C4%83ciniu,,,
rădăciniță,N,FEM,rădăcinițe,,,,,https://en.wiktionary.org/wiki/r%C4%83d%C4%83cini%C8%9B%C4%83,,,
rădăcinoasă,N,FEM,rădăcinoasă,,,root vegetable,,https://ro.wiktionary.org/wiki/r%C4%83d%C4%83cinoas%C4%83,,rə.də.ʧi'no̯a.sə,
rădăcinos,ADJ,,,,,rooty,,https://ro.wiktionary.org/wiki/r%C4%83d%C4%83cinos,,rə.də.ʧi'nos,
rădăcinuță,N,FEM,rădăcinuțe,,,,,https://en.wiktionary.org/wiki/r%C4%83d%C4%83cinu%C8%9B%C4%83,,,
rădăcină,N,FEM,rădăcini,dezrădăcina | înrădăcina,rădăciniu,root,la,https://ro.wiktionary.org/wiki/r%C4%83d%C4%83cin%C4%83,,rə.də'ʧi.nə | az:kök | fr:racine | oc:raiç | tr:kök,
rădăcioară,N,FEM,rădăcioare,,,,,https://en.wiktionary.org/wiki/r%C4%83d%C4%83cioar%C4%83,,,
rădăuțean,N,MASC,rădăuțeni,,,a male inhabitant of Rădăuți,,https://en.wiktionary.org/wiki/r%C4%83d%C4%83u%C8%9Bean,,,
rădăuțeancă,N,FEM,rădăuțence,,,,,https://en.wiktionary.org/wiki/r%C4%83d%C4%83u%C8%9Beanc%C4%83,,,
răftuleț,N,NEUT,răftulețe,,,small shelf,,https://ro.wiktionary.org/wiki/r%C4%83ftule%C8%9B,,rəf.tu'leʦ,
răfuială,N,FEM,răfuieli,,,reckoning,,https://ro.wiktionary.org/wiki/r%C4%83fuial%C4%83,,rə.fuˈja.lə,
răfuire,N,FEM,răfuiri,,,reckoning,,https://ro.wiktionary.org/wiki/r%C4%83fuire,,,
răgace,N,FEM,răgace,,,stag beetle,,https://ro.wiktionary.org/wiki/r%C4%83gace,,rə'ga.ʧe,
răgaz,N,NEUT,,,,"leisure, free time",sla,https://ro.wiktionary.org/wiki/r%C4%83gaz,needs plural confirmation,rə'gaz,
răgea,N,FEM,răgele,,,,,https://ro.wiktionary.org/wiki/r%C4%83gea,,,
răget,N,NEUT,răgete,,,"roar, bellow",,https://ro.wiktionary.org/wiki/r%C4%83get,,ˈrə.d͡ʒet,
răgiluică,N,FEM,,,,,,https://en.wiktionary.org/wiki/r%C4%83giluic%C4%83,needs plural confirmation,,
răgoritură,N,FEM,răgorituri,,,hoarseness,,https://en.wiktionary.org/wiki/r%C4%83goritur%C4%83,,,
răgoz,N,NEUT,răgozuri,,,,,https://ro.wiktionary.org/wiki/r%C4%83goz,,,
răgulă,N,FEM,răgule,,,,,https://en.wiktionary.org/wiki/r%C4%83gul%C4%83,,,
răgușat,ADJ,,,,,,,https://en.wiktionary.org/wiki/r%C4%83gu%C8%99at,,,
răgușeală,N,FEM,răgușeli,,,hoarseness,,https://ro.wiktionary.org/wiki/r%C4%83gu%C8%99eal%C4%83,,rə.ɡu.ˈʃe̯a.lə,
răgușit,ADJ,,,,,hoarse,,https://ro.wiktionary.org/wiki/r%C4%83gu%C8%99it,,ˌrə.ɡuˈʃit,
răgăciță,N,FEM,răgăcițe,,,,,https://en.wiktionary.org/wiki/r%C4%83g%C4%83ci%C8%9B%C4%83,,,
răgăduială,N,FEM,răgăduieli,,,respite,,https://en.wiktionary.org/wiki/r%C4%83g%C4%83duial%C4%83,,,
răgălie,N,FEM,răgălii,,,driftwood,,https://ro.wiktionary.org/wiki/r%C4%83g%C4%83lie,,,
răhățiș,N,NEUT,răhățișuri,,,"trifle, junk",,https://en.wiktionary.org/wiki/r%C4%83h%C4%83%C8%9Bi%C8%99,,,
răieșel,N,MASC,răieșei,,,,,https://en.wiktionary.org/wiki/r%C4%83ie%C8%99el,,,
